mm_wall,mm_fuel,mm_capacity,cohort,group,n,group_total,share
Double-Walled,Diesel-Only,12k-25k,1985,Texas,168,912746,0.000184059968490686
Double-Walled,Diesel-Only,12k-25k,1985,Control States,198,3811999,0.000051941251820895
Double-Walled,Diesel-Only,12k-25k,1986,Texas,318,912746,0.000348399226071656
Double-Walled,Diesel-Only,12k-25k,1986,Control States,537,3811999,0.000140870970847579
Double-Walled,Diesel-Only,12k-25k,1987,Texas,401,912746,0.00043933361526646
Double-Walled,Diesel-Only,12k-25k,1987,Control States,955,3811999,0.000250524724691691
Double-Walled,Diesel-Only,12k-25k,1988,Texas,434,912746,0.000475488251934273
Double-Walled,Diesel-Only,12k-25k,1988,Control States,1579,3811999,0.000414218366793905
Double-Walled,Diesel-Only,12k-25k,1989,Texas,489,912746,0.000535745979713962
Double-Walled,Diesel-Only,12k-25k,1989,Control States,3424,3811999,0.000898216395124973
Double-Walled,Diesel-Only,12k-25k,1990,Texas,853,912746,0.000934542578110449
Double-Walled,Diesel-Only,12k-25k,1990,Control States,3970,3811999,0.00104144833196441
Double-Walled,Diesel-Only,12k-25k,1991,Texas,532,912746,0.000582856566887173
Double-Walled,Diesel-Only,12k-25k,1991,Control States,4273,3811999,0.00112093418702366
Double-Walled,Diesel-Only,12k-25k,1992,Texas,851,912746,0.00093235138800937
Double-Walled,Diesel-Only,12k-25k,1992,Control States,4140,3811999,0.00108604435625508
Double-Walled,Diesel-Only,12k-25k,1993,Texas,670,912746,0.000734048683861666
Double-Walled,Diesel-Only,12k-25k,1993,Control States,3308,3811999,0.000867786166785458
Double-Walled,Diesel-Only,12k-25k,1994,Texas,704,912746,0.000771298915580019
Double-Walled,Diesel-Only,12k-25k,1994,Control States,4254,3811999,0.00111594992548529
Double-Walled,Diesel-Only,12k-25k,1995,Texas,928,912746,0.00101671220690093
Double-Walled,Diesel-Only,12k-25k,1995,Control States,4246,3811999,0.00111385128904808
Double-Walled,Diesel-Only,12k-25k,1996,Texas,1200,912746,0.00131471406064776
Double-Walled,Diesel-Only,12k-25k,1996,Control States,4200,3811999,0.00110178412953414
Double-Walled,Diesel-Only,12k-25k,1997,Texas,1200,912746,0.00131471406064776
Double-Walled,Diesel-Only,12k-25k,1997,Control States,3738,3811999,0.000980587875285382
Double-Walled,Diesel-Only,1k-5k,1985,Texas,236,912746,0.000258560431927393
Double-Walled,Diesel-Only,1k-5k,1985,Control States,737,3811999,0.000193336881777776
Double-Walled,Diesel-Only,1k-5k,1986,Texas,265,912746,0.000290332688393047
Double-Walled,Diesel-Only,1k-5k,1986,Control States,1390,3811999,0.000364638080964869
Double-Walled,Diesel-Only,1k-5k,1987,Texas,458,912746,0.000501782533147228
Double-Walled,Diesel-Only,1k-5k,1987,Control States,1914,3811999,0.000502098767601985
Double-Walled,Diesel-Only,1k-5k,1988,Texas,361,912746,0.000395509813244868
Double-Walled,Diesel-Only,1k-5k,1988,Control States,3223,3811999,0.000845488154640125
Double-Walled,Diesel-Only,1k-5k,1989,Texas,255,912746,0.000279376737887649
Double-Walled,Diesel-Only,1k-5k,1989,Control States,4565,3811999,0.00119753441698175
Double-Walled,Diesel-Only,1k-5k,1990,Texas,253,912746,0.000277185547786569
Double-Walled,Diesel-Only,1k-5k,1990,Control States,7456,3811999,0.00195592915947774
Double-Walled,Diesel-Only,1k-5k,1991,Texas,401,912746,0.00043933361526646
Double-Walled,Diesel-Only,1k-5k,1991,Control States,6465,3811999,0.00169596057081862
Double-Walled,Diesel-Only,1k-5k,1992,Texas,195,912746,0.000213641034855261
Double-Walled,Diesel-Only,1k-5k,1992,Control States,5691,3811999,0.00149291749551876
Double-Walled,Diesel-Only,1k-5k,1993,Texas,257,912746,0.000281567927988729
Double-Walled,Diesel-Only,1k-5k,1993,Control States,5359,3811999,0.00140582408337463
Double-Walled,Diesel-Only,1k-5k,1994,Texas,90,912746,0.000098603554548582
Double-Walled,Diesel-Only,1k-5k,1994,Control States,5077,3811999,0.00133184714896305
Double-Walled,Diesel-Only,1k-5k,1995,Texas,121,912746,0.000132567001115316
Double-Walled,Diesel-Only,1k-5k,1995,Control States,3815,3811999,0.00100078725099351
Double-Walled,Diesel-Only,1k-5k,1996,Texas,209,912746,0.000228979365562818
Double-Walled,Diesel-Only,1k-5k,1996,Control States,4290,3811999,0.00112539378945273
Double-Walled,Diesel-Only,1k-5k,1997,Texas,134,912746,0.000146809736772333
Double-Walled,Diesel-Only,1k-5k,1997,Control States,3767,3811999,0.00098819543237026
Double-Walled,Diesel-Only,25k-Plus,1985,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1985,Control States,0,,0
Double-Walled,Diesel-Only,25k-Plus,1986,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1986,Control States,23,3811999,0.00000603357975697265
Double-Walled,Diesel-Only,25k-Plus,1987,Texas,40,912746,0.000043823802021592
Double-Walled,Diesel-Only,25k-Plus,1987,Control States,0,,0
Double-Walled,Diesel-Only,25k-Plus,1988,Texas,66,912746,0.0000723092733356268
Double-Walled,Diesel-Only,25k-Plus,1988,Control States,156,3811999,0.0000409234105255536
Double-Walled,Diesel-Only,25k-Plus,1989,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1989,Control States,101,3811999,0.0000264952850197495
Double-Walled,Diesel-Only,25k-Plus,1990,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1990,Control States,330,3811999,0.000086568753034825
Double-Walled,Diesel-Only,25k-Plus,1991,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1991,Control States,144,3811999,0.0000377754558697418
Double-Walled,Diesel-Only,25k-Plus,1992,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1992,Control States,305,3811999,0.0000800105141685504
Double-Walled,Diesel-Only,25k-Plus,1993,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1993,Control States,176,3811999,0.0000461700016185734
Double-Walled,Diesel-Only,25k-Plus,1994,Texas,108,912746,0.000118324265458298
Double-Walled,Diesel-Only,25k-Plus,1994,Control States,279,3811999,0.0000731899457476248
Double-Walled,Diesel-Only,25k-Plus,1995,Texas,26,912746,0.0000284854713140348
Double-Walled,Diesel-Only,25k-Plus,1995,Control States,406,3811999,0.0001065057991883
Double-Walled,Diesel-Only,25k-Plus,1996,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1996,Control States,262,3811999,0.0000687303433185581
Double-Walled,Diesel-Only,25k-Plus,1997,Texas,0,,0
Double-Walled,Diesel-Only,25k-Plus,1997,Control States,377,3811999,0.0000988982421034213
Double-Walled,Diesel-Only,5k-12k,1985,Texas,779,912746,0.000853468544370504
Double-Walled,Diesel-Only,5k-12k,1985,Control States,1254,3811999,0.000328961261532335
Double-Walled,Diesel-Only,5k-12k,1986,Texas,610,912746,0.000668312980829278
Double-Walled,Diesel-Only,5k-12k,1986,Control States,2138,3811999,0.000560860587843806
Double-Walled,Diesel-Only,5k-12k,1987,Texas,711,912746,0.000778968080933798
Double-Walled,Diesel-Only,5k-12k,1987,Control States,3208,3811999,0.00084155321132036
Double-Walled,Diesel-Only,5k-12k,1988,Texas,1213,912746,0.00132895679630478
Double-Walled,Diesel-Only,5k-12k,1988,Control States,5070,3811999,0.00133001084208049
Double-Walled,Diesel-Only,5k-12k,1989,Texas,1194,912746,0.00130814049034452
Double-Walled,Diesel-Only,5k-12k,1989,Control States,6830,3811999,0.00179171085826623
Double-Walled,Diesel-Only,5k-12k,1990,Texas,1027,912746,0.00112517611690437
Double-Walled,Diesel-Only,5k-12k,1990,Control States,9550,3811999,0.00250524724691691
Double-Walled,Diesel-Only,5k-12k,1991,Texas,1461,912746,0.00160066436883865
Double-Walled,Diesel-Only,5k-12k,1991,Control States,9412,3811999,0.00246904576837507
Double-Walled,Diesel-Only,5k-12k,1992,Texas,605,912746,0.000662835005576579
Double-Walled,Diesel-Only,5k-12k,1992,Control States,6859,3811999,0.00179931841535111
Double-Walled,Diesel-Only,5k-12k,1993,Texas,454,912746,0.000497400152945069
Double-Walled,Diesel-Only,5k-12k,1993,Control States,5729,3811999,0.00150288601859549
Double-Walled,Diesel-Only,5k-12k,1994,Texas,656,912746,0.000718710353154109
Double-Walled,Diesel-Only,5k-12k,1994,Control States,6526,3811999,0.00171196267365233
Double-Walled,Diesel-Only,5k-12k,1995,Texas,659,912746,0.000721997138305728
Double-Walled,Diesel-Only,5k-12k,1995,Control States,6158,3811999,0.00161542539754077
Double-Walled,Diesel-Only,5k-12k,1996,Texas,735,912746,0.000805262362146753
Double-Walled,Diesel-Only,5k-12k,1996,Control States,5786,3811999,0.0015178388032106
Double-Walled,Diesel-Only,5k-12k,1997,Texas,384,912746,0.000420708499407283
Double-Walled,Diesel-Only,5k-12k,1997,Control States,6570,3811999,0.00172350517405697
Double-Walled,Diesel-Only,Under-1k,1985,Texas,9,912746,0.0000098603554548582
Double-Walled,Diesel-Only,Under-1k,1985,Control States,158,3811999,0.0000414480696348556
Double-Walled,Diesel-Only,Under-1k,1986,Texas,0,,0
Double-Walled,Diesel-Only,Under-1k,1986,Control States,416,3811999,0.00010912909473481
Double-Walled,Diesel-Only,Under-1k,1987,Texas,120,912746,0.000131471406064776
Double-Walled,Diesel-Only,Under-1k,1987,Control States,563,3811999,0.000147691539268505
Double-Walled,Diesel-Only,Under-1k,1988,Texas,96,912746,0.000105177124851821
Double-Walled,Diesel-Only,Under-1k,1988,Control States,682,3811999,0.000178908756271972
Double-Walled,Diesel-Only,Under-1k,1989,Texas,77,912746,0.0000843608188915646
Double-Walled,Diesel-Only,Under-1k,1989,Control States,957,3811999,0.000251049383800993
Double-Walled,Diesel-Only,Under-1k,1990,Texas,39,912746,0.0000427282069710522
Double-Walled,Diesel-Only,Under-1k,1990,Control States,1486,3811999,0.000389821718211364
Double-Walled,Diesel-Only,Under-1k,1991,Texas,45,912746,0.000049301777274291
Double-Walled,Diesel-Only,Under-1k,1991,Control States,1316,3811999,0.000345225693920696
Double-Walled,Diesel-Only,Under-1k,1992,Texas,31,912746,0.0000339634465667338
Double-Walled,Diesel-Only,Under-1k,1992,Control States,1125,3811999,0.000295120748982358
Double-Walled,Diesel-Only,Under-1k,1993,Texas,9,912746,0.0000098603554548582
Double-Walled,Diesel-Only,Under-1k,1993,Control States,1038,3811999,0.000272298077727722
Double-Walled,Diesel-Only,Under-1k,1994,Texas,17,912746,0.0000186251158591766
Double-Walled,Diesel-Only,Under-1k,1994,Control States,805,3811999,0.000211175291494043
Double-Walled,Diesel-Only,Under-1k,1995,Texas,9,912746,0.0000098603554548582
Double-Walled,Diesel-Only,Under-1k,1995,Control States,498,3811999,0.000130640118216191
Double-Walled,Diesel-Only,Under-1k,1996,Texas,0,,0
Double-Walled,Diesel-Only,Under-1k,1996,Control States,503,3811999,0.000131951765989445
Double-Walled,Diesel-Only,Under-1k,1997,Texas,0,,0
Double-Walled,Diesel-Only,Under-1k,1997,Control States,405,3811999,0.000106243469633649
Double-Walled,Gasoline-Only,12k-25k,1985,Texas,540,912746,0.000591621327291492
Double-Walled,Gasoline-Only,12k-25k,1985,Control States,410,3811999,0.000107555117406904
Double-Walled,Gasoline-Only,12k-25k,1986,Texas,559,912746,0.000612437633251748
Double-Walled,Gasoline-Only,12k-25k,1986,Control States,581,3811999,0.000152413471252222
Double-Walled,Gasoline-Only,12k-25k,1987,Texas,750,912746,0.00082169628790485
Double-Walled,Gasoline-Only,12k-25k,1987,Control States,1137,3811999,0.00029826870363817
Double-Walled,Gasoline-Only,12k-25k,1988,Texas,871,912746,0.000954263289020166
Double-Walled,Gasoline-Only,12k-25k,1988,Control States,2254,3811999,0.00059129081618332
Double-Walled,Gasoline-Only,12k-25k,1989,Texas,1377,912746,0.0015086343845933
Double-Walled,Gasoline-Only,12k-25k,1989,Control States,6064,3811999,0.00159076641940357
Double-Walled,Gasoline-Only,12k-25k,1990,Texas,2410,912746,0.00264038407180092
Double-Walled,Gasoline-Only,12k-25k,1990,Control States,9594,3811999,0.00251678974732155
Double-Walled,Gasoline-Only,12k-25k,1991,Texas,2148,912746,0.00235333816855949
Double-Walled,Gasoline-Only,12k-25k,1991,Control States,10043,3811999,0.00263457571735984
Double-Walled,Gasoline-Only,12k-25k,1992,Texas,1781,912746,0.00195125478501138
Double-Walled,Gasoline-Only,12k-25k,1992,Control States,8762,3811999,0.00229853155785193
Double-Walled,Gasoline-Only,12k-25k,1993,Texas,1512,912746,0.00165653971641618
Double-Walled,Gasoline-Only,12k-25k,1993,Control States,7877,3811999,0.00206636990198581
Double-Walled,Gasoline-Only,12k-25k,1994,Texas,2822,912746,0.00309176923262331
Double-Walled,Gasoline-Only,12k-25k,1994,Control States,11225,3811999,0.00294464925095731
Double-Walled,Gasoline-Only,12k-25k,1995,Texas,3750,912746,0.00410848143952425
Double-Walled,Gasoline-Only,12k-25k,1995,Control States,11973,3811999,0.00314087175783624
Double-Walled,Gasoline-Only,12k-25k,1996,Texas,4846,912746,0.00530925361491587
Double-Walled,Gasoline-Only,12k-25k,1996,Control States,12333,3811999,0.0032353103975106
Double-Walled,Gasoline-Only,12k-25k,1997,Texas,6117,912746,0.00670175492415195
Double-Walled,Gasoline-Only,12k-25k,1997,Control States,12131,3811999,0.0031823198274711
Double-Walled,Gasoline-Only,1k-5k,1985,Texas,158,912746,0.000173104017985288
Double-Walled,Gasoline-Only,1k-5k,1985,Control States,792,3811999,0.00020776500728358
Double-Walled,Gasoline-Only,1k-5k,1986,Texas,292,912746,0.000319913754757622
Double-Walled,Gasoline-Only,1k-5k,1986,Control States,1533,3811999,0.00040215120727996
Double-Walled,Gasoline-Only,1k-5k,1987,Texas,453,912746,0.000496304557894529
Double-Walled,Gasoline-Only,1k-5k,1987,Control States,2316,3811999,0.000607555248571681
Double-Walled,Gasoline-Only,1k-5k,1988,Texas,422,912746,0.000462341111327796
Double-Walled,Gasoline-Only,1k-5k,1988,Control States,4332,3811999,0.00113641163074807
Double-Walled,Gasoline-Only,1k-5k,1989,Texas,322,912746,0.000352781606273815
Double-Walled,Gasoline-Only,1k-5k,1989,Control States,5202,3811999,0.00136463834329442
Double-Walled,Gasoline-Only,1k-5k,1990,Texas,447,912746,0.000489730987591291
Double-Walled,Gasoline-Only,1k-5k,1990,Control States,7773,3811999,0.00203908762830211
Double-Walled,Gasoline-Only,1k-5k,1991,Texas,353,912746,0.000386745052840549
Double-Walled,Gasoline-Only,1k-5k,1991,Control States,6171,3811999,0.00161883568175123
Double-Walled,Gasoline-Only,1k-5k,1992,Texas,151,912746,0.00016543485263151
Double-Walled,Gasoline-Only,1k-5k,1992,Control States,4715,3811999,0.00123688385017939
Double-Walled,Gasoline-Only,1k-5k,1993,Texas,233,912746,0.000255273646775773
Double-Walled,Gasoline-Only,1k-5k,1993,Control States,4593,3811999,0.00120487964451197
Double-Walled,Gasoline-Only,1k-5k,1994,Texas,73,912746,0.0000799784386894054
Double-Walled,Gasoline-Only,1k-5k,1994,Control States,3543,3811999,0.00092943361212844
Double-Walled,Gasoline-Only,1k-5k,1995,Texas,202,912746,0.00022131020020904
Double-Walled,Gasoline-Only,1k-5k,1995,Control States,2472,3811999,0.000648478659097235
Double-Walled,Gasoline-Only,1k-5k,1996,Texas,25,912746,0.000027389876263495
Double-Walled,Gasoline-Only,1k-5k,1996,Control States,3827,3811999,0.00100393520564932
Double-Walled,Gasoline-Only,1k-5k,1997,Texas,66,912746,0.0000723092733356268
Double-Walled,Gasoline-Only,1k-5k,1997,Control States,3823,3811999,0.00100288588743072
Double-Walled,Gasoline-Only,25k-Plus,1985,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1985,Control States,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1986,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1986,Control States,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1987,Texas,11,912746,0.0000120515455559378
Double-Walled,Gasoline-Only,25k-Plus,1987,Control States,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1988,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1988,Control States,33,3811999,0.0000086568753034825
Double-Walled,Gasoline-Only,25k-Plus,1989,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1989,Control States,113,3811999,0.0000296432396755613
Double-Walled,Gasoline-Only,25k-Plus,1990,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1990,Control States,131,3811999,0.000034365171659279
Double-Walled,Gasoline-Only,25k-Plus,1991,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1991,Control States,67,3811999,0.000017576080161616
Double-Walled,Gasoline-Only,25k-Plus,1992,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1992,Control States,88,3811999,0.0000230850008092867
Double-Walled,Gasoline-Only,25k-Plus,1993,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1993,Control States,140,3811999,0.0000367261376511379
Double-Walled,Gasoline-Only,25k-Plus,1994,Texas,135,912746,0.000147905331822873
Double-Walled,Gasoline-Only,25k-Plus,1994,Control States,270,3811999,0.0000708289797557659
Double-Walled,Gasoline-Only,25k-Plus,1995,Texas,0,,0
Double-Walled,Gasoline-Only,25k-Plus,1995,Control States,52,3811999,0.0000136411368418512
Double-Walled,Gasoline-Only,25k-Plus,1996,Texas,50,912746,0.00005477975252699
Double-Walled,Gasoline-Only,25k-Plus,1996,Control States,68,3811999,0.000017838409716267
Double-Walled,Gasoline-Only,25k-Plus,1997,Texas,24,912746,0.0000262942812129552
Double-Walled,Gasoline-Only,25k-Plus,1997,Control States,268,3811999,0.000070304320646464
Double-Walled,Gasoline-Only,5k-12k,1985,Texas,2122,912746,0.00232485269724546
Double-Walled,Gasoline-Only,5k-12k,1985,Control States,4077,3811999,0.00106951759431207
Double-Walled,Gasoline-Only,5k-12k,1986,Texas,2265,912746,0.00248152278947265
Double-Walled,Gasoline-Only,5k-12k,1986,Control States,4917,3811999,0.00128987442021889
Double-Walled,Gasoline-Only,5k-12k,1987,Texas,3632,912746,0.00397920122356055
Double-Walled,Gasoline-Only,5k-12k,1987,Control States,7046,3811999,0.00184837404207084
Double-Walled,Gasoline-Only,5k-12k,1988,Texas,4074,912746,0.00446345423589914
Double-Walled,Gasoline-Only,5k-12k,1988,Control States,15068,3811999,0.00395278172948104
Double-Walled,Gasoline-Only,5k-12k,1989,Texas,4475,912746,0.0049027878511656
Double-Walled,Gasoline-Only,5k-12k,1989,Control States,22362,3811999,0.00586621350110533
Double-Walled,Gasoline-Only,5k-12k,1990,Texas,3665,912746,0.00401535586022837
Double-Walled,Gasoline-Only,5k-12k,1990,Control States,31644,3811999,0.00830115642737577
Double-Walled,Gasoline-Only,5k-12k,1991,Texas,3189,912746,0.00349385261617142
Double-Walled,Gasoline-Only,5k-12k,1991,Control States,27223,3811999,0.00714139746626376
Double-Walled,Gasoline-Only,5k-12k,1992,Texas,1728,912746,0.00189318824733277
Double-Walled,Gasoline-Only,5k-12k,1992,Control States,18536,3811999,0.00486254062501066
Double-Walled,Gasoline-Only,5k-12k,1993,Texas,1287,912746,0.00141003083004472
Double-Walled,Gasoline-Only,5k-12k,1993,Control States,15211,3811999,0.00399029485579613
Double-Walled,Gasoline-Only,5k-12k,1994,Texas,2216,912746,0.0024278386319962
Double-Walled,Gasoline-Only,5k-12k,1994,Control States,16213,3811999,0.00425314906955642
Double-Walled,Gasoline-Only,5k-12k,1995,Texas,2590,912746,0.00283759118089808
Double-Walled,Gasoline-Only,5k-12k,1995,Control States,13081,3811999,0.00343153290438953
Double-Walled,Gasoline-Only,5k-12k,1996,Texas,2035,912746,0.00222953592784849
Double-Walled,Gasoline-Only,5k-12k,1996,Control States,14921,3811999,0.00391421928494735
Double-Walled,Gasoline-Only,5k-12k,1997,Texas,1069,912746,0.00117119110902705
Double-Walled,Gasoline-Only,5k-12k,1997,Control States,15595,3811999,0.00409102940478211
Double-Walled,Gasoline-Only,Under-1k,1985,Texas,24,912746,0.0000262942812129552
Double-Walled,Gasoline-Only,Under-1k,1985,Control States,164,3811999,0.0000430220469627615
Double-Walled,Gasoline-Only,Under-1k,1986,Texas,43,912746,0.0000471105871732114
Double-Walled,Gasoline-Only,Under-1k,1986,Control States,408,3811999,0.000107030458297602
Double-Walled,Gasoline-Only,Under-1k,1987,Texas,125,912746,0.000136949381317475
Double-Walled,Gasoline-Only,Under-1k,1987,Control States,490,3811999,0.000128541481778983
Double-Walled,Gasoline-Only,Under-1k,1988,Texas,89,912746,0.0000975079594980422
Double-Walled,Gasoline-Only,Under-1k,1988,Control States,822,3811999,0.00021563489392311
Double-Walled,Gasoline-Only,Under-1k,1989,Texas,112,912746,0.000122706645660458
Double-Walled,Gasoline-Only,Under-1k,1989,Control States,1032,3811999,0.000270724100399816
Double-Walled,Gasoline-Only,Under-1k,1990,Texas,1,912746,0.0000010955950505398
Double-Walled,Gasoline-Only,Under-1k,1990,Control States,1000,3811999,0.000262329554650985
Double-Walled,Gasoline-Only,Under-1k,1991,Texas,60,912746,0.000065735703032388
Double-Walled,Gasoline-Only,Under-1k,1991,Control States,729,3811999,0.000191238245340568
Double-Walled,Gasoline-Only,Under-1k,1992,Texas,14,912746,0.0000153383307075572
Double-Walled,Gasoline-Only,Under-1k,1992,Control States,615,3811999,0.000161332676110356
Double-Walled,Gasoline-Only,Under-1k,1993,Texas,0,,0
Double-Walled,Gasoline-Only,Under-1k,1993,Control States,369,3811999,0.0000967996056662134
Double-Walled,Gasoline-Only,Under-1k,1994,Texas,6,912746,0.0000065735703032388
Double-Walled,Gasoline-Only,Under-1k,1994,Control States,371,3811999,0.0000973242647755154
Double-Walled,Gasoline-Only,Under-1k,1995,Texas,0,,0
Double-Walled,Gasoline-Only,Under-1k,1995,Control States,204,3811999,0.0000535152291488009
Double-Walled,Gasoline-Only,Under-1k,1996,Texas,0,,0
Double-Walled,Gasoline-Only,Under-1k,1996,Control States,229,3811999,0.0000600734680150756
Double-Walled,Gasoline-Only,Under-1k,1997,Texas,0,,0
Double-Walled,Gasoline-Only,Under-1k,1997,Control States,156,3811999,0.0000409234105255536
Double-Walled,Motor-Fuel-Mixed,12k-25k,1985,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1985,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1986,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1986,Control States,35,3811999,0.00000918153441278447
Double-Walled,Motor-Fuel-Mixed,12k-25k,1987,Texas,102,912746,0.00011175069515506
Double-Walled,Motor-Fuel-Mixed,12k-25k,1987,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1988,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1988,Control States,51,3811999,0.0000133788072872002
Double-Walled,Motor-Fuel-Mixed,12k-25k,1989,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1989,Control States,110,3811999,0.0000288562510116083
Double-Walled,Motor-Fuel-Mixed,12k-25k,1990,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,12k-25k,1990,Control States,304,3811999,0.0000797481846138994
Double-Walled,Motor-Fuel-Mixed,12k-25k,1991,Texas,90,912746,0.000098603554548582
Double-Walled,Motor-Fuel-Mixed,12k-25k,1991,Control States,86,3811999,0.0000225603416999847
Double-Walled,Motor-Fuel-Mixed,12k-25k,1992,Texas,455,912746,0.000498495747995609
Double-Walled,Motor-Fuel-Mixed,12k-25k,1992,Control States,483,3811999,0.000126705174896426
Double-Walled,Motor-Fuel-Mixed,12k-25k,1993,Texas,269,912746,0.000294715068595206
Double-Walled,Motor-Fuel-Mixed,12k-25k,1993,Control States,443,3811999,0.000116211992710386
Double-Walled,Motor-Fuel-Mixed,12k-25k,1994,Texas,375,912746,0.000410848143952425
Double-Walled,Motor-Fuel-Mixed,12k-25k,1994,Control States,488,3811999,0.000128016822669681
Double-Walled,Motor-Fuel-Mixed,12k-25k,1995,Texas,364,912746,0.000398796598396487
Double-Walled,Motor-Fuel-Mixed,12k-25k,1995,Control States,247,3811999,0.0000647953999987933
Double-Walled,Motor-Fuel-Mixed,12k-25k,1996,Texas,777,912746,0.000851277354269424
Double-Walled,Motor-Fuel-Mixed,12k-25k,1996,Control States,763,3811999,0.000200157450198702
Double-Walled,Motor-Fuel-Mixed,12k-25k,1997,Texas,964,912746,0.00105615362872037
Double-Walled,Motor-Fuel-Mixed,12k-25k,1997,Control States,791,3811999,0.000207502677728929
Double-Walled,Motor-Fuel-Mixed,1k-5k,1985,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1985,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1986,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1986,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1987,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1987,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1988,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1988,Control States,31,3811999,0.00000813221619418053
Double-Walled,Motor-Fuel-Mixed,1k-5k,1989,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1989,Control States,32,3811999,0.00000839454574883152
Double-Walled,Motor-Fuel-Mixed,1k-5k,1990,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1990,Control States,61,3811999,0.0000160021028337101
Double-Walled,Motor-Fuel-Mixed,1k-5k,1991,Texas,8,912746,0.0000087647604043184
Double-Walled,Motor-Fuel-Mixed,1k-5k,1991,Control States,125,3811999,0.0000327911943313731
Double-Walled,Motor-Fuel-Mixed,1k-5k,1992,Texas,29,912746,0.0000317722564656542
Double-Walled,Motor-Fuel-Mixed,1k-5k,1992,Control States,76,3811999,0.0000199370461534749
Double-Walled,Motor-Fuel-Mixed,1k-5k,1993,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1993,Control States,85,3811999,0.0000222980121453337
Double-Walled,Motor-Fuel-Mixed,1k-5k,1994,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1994,Control States,119,3811999,0.0000312172170034672
Double-Walled,Motor-Fuel-Mixed,1k-5k,1995,Texas,26,912746,0.0000284854713140348
Double-Walled,Motor-Fuel-Mixed,1k-5k,1995,Control States,71,3811999,0.0000186253983802199
Double-Walled,Motor-Fuel-Mixed,1k-5k,1996,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1996,Control States,294,3811999,0.0000771248890673896
Double-Walled,Motor-Fuel-Mixed,1k-5k,1997,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,1k-5k,1997,Control States,246,3811999,0.0000645330704441423
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1985,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1985,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1986,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1986,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1987,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1987,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1988,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1988,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1989,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1989,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1990,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1990,Control States,0,,0
