make_model_tank,panel_year,n_total,n_tx,n_ctl,has_both
Single-Walled|Gasoline-Only|1k-5k|2005,2008,38,3,35,1
Single-Walled|Gasoline-Only|1k-5k|2005,2009,38,3,35,1
Single-Walled|Gasoline-Only|1k-5k|2005,2010,38,3,35,1
Single-Walled|Gasoline-Only|1k-5k|2005,2011,38,3,35,1
Single-Walled|Gasoline-Only|1k-5k|2005,2012,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2013,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2014,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2015,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2016,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2017,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2018,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2019,37,3,34,1
Single-Walled|Gasoline-Only|1k-5k|2005,2020,37,3,34,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2007,15,12,3,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2008,15,12,3,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2009,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2010,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2011,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2012,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2013,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2014,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2015,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2016,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2017,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2018,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2019,14,12,2,1
Single-Walled|Gasoline-Only|25k-Plus|2006,2020,14,12,2,1
Single-Walled|Other-Fuel|25k-Plus|2005,2006,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2007,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2008,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2009,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2010,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2011,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2012,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2013,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2014,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2015,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2016,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2017,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2018,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2019,1,1,0,0
Single-Walled|Other-Fuel|25k-Plus|2005,2020,1,1,0,0
Double-Walled|Gasoline-Only|12k-25k|1986,1987,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1988,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1989,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1990,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1991,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1992,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1993,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1994,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1995,40,22,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1996,39,21,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1997,39,21,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1998,38,20,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,1999,36,18,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,2000,33,15,18,1
Double-Walled|Gasoline-Only|12k-25k|1986,2001,32,15,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2002,30,13,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2003,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2004,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2005,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2006,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2007,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2008,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2009,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2010,29,12,17,1
Double-Walled|Gasoline-Only|12k-25k|1986,2011,28,12,16,1
Double-Walled|Gasoline-Only|12k-25k|1986,2012,28,12,16,1
Double-Walled|Gasoline-Only|12k-25k|1986,2013,28,12,16,1
Double-Walled|Gasoline-Only|12k-25k|1986,2014,26,12,14,1
Double-Walled|Gasoline-Only|12k-25k|1986,2015,25,12,13,1
Double-Walled|Gasoline-Only|12k-25k|1986,2016,25,12,13,1
Double-Walled|Gasoline-Only|12k-25k|1986,2017,25,12,13,1
Double-Walled|Gasoline-Only|12k-25k|1986,2018,25,12,13,1
Double-Walled|Gasoline-Only|12k-25k|1986,2019,25,12,13,1
Double-Walled|Gasoline-Only|12k-25k|1986,2020,25,12,13,1
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1987,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1988,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1989,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1990,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1991,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1992,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1993,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1994,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1995,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1996,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1997,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1998,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,1999,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2000,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2001,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2002,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2003,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2004,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2005,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2006,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2007,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2008,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2009,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2010,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2011,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2012,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2013,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2014,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2015,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2016,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2017,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2018,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2019,2,0,2,0
Double-Walled|Motor-Fuel-Mixed|5k-12k|1986,2020,2,0,2,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2009,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2010,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2011,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2012,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2013,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2014,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2015,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2016,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2017,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2018,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2019,13,4,9,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|2008,2020,13,4,9,1
Single-Walled|Other-Fuel|12k-25k|1974,1985,257,63,194,1
Single-Walled|Other-Fuel|12k-25k|1974,1986,257,63,194,1
Single-Walled|Other-Fuel|12k-25k|1974,1987,256,63,193,1
Single-Walled|Other-Fuel|12k-25k|1974,1988,254,63,191,1
Single-Walled|Other-Fuel|12k-25k|1974,1989,239,59,180,1
Single-Walled|Other-Fuel|12k-25k|1974,1990,216,52,164,1
Single-Walled|Other-Fuel|12k-25k|1974,1991,205,45,160,1
Single-Walled|Other-Fuel|12k-25k|1974,1992,186,45,141,1
Single-Walled|Other-Fuel|12k-25k|1974,1993,169,43,126,1
Single-Walled|Other-Fuel|12k-25k|1974,1994,159,39,120,1
Single-Walled|Other-Fuel|12k-25k|1974,1995,148,37,111,1
Single-Walled|Other-Fuel|12k-25k|1974,1996,136,36,100,1
Single-Walled|Other-Fuel|12k-25k|1974,1997,131,36,95,1
Single-Walled|Other-Fuel|12k-25k|1974,1998,123,35,88,1
Single-Walled|Other-Fuel|12k-25k|1974,1999,101,34,67,1
Single-Walled|Other-Fuel|12k-25k|1974,2000,95,33,62,1
Single-Walled|Other-Fuel|12k-25k|1974,2001,95,33,62,1
Single-Walled|Other-Fuel|12k-25k|1974,2002,91,33,58,1
Single-Walled|Other-Fuel|12k-25k|1974,2003,90,33,57,1
Single-Walled|Other-Fuel|12k-25k|1974,2004,88,33,55,1
Single-Walled|Other-Fuel|12k-25k|1974,2005,88,33,55,1
Single-Walled|Other-Fuel|12k-25k|1974,2006,88,33,55,1
Single-Walled|Other-Fuel|12k-25k|1974,2007,84,33,51,1
Single-Walled|Other-Fuel|12k-25k|1974,2008,84,33,51,1
Single-Walled|Other-Fuel|12k-25k|1974,2009,75,30,45,1
Single-Walled|Other-Fuel|12k-25k|1974,2010,75,30,45,1
Single-Walled|Other-Fuel|12k-25k|1974,2011,75,30,45,1
Single-Walled|Other-Fuel|12k-25k|1974,2012,70,26,44,1
Single-Walled|Other-Fuel|12k-25k|1974,2013,66,26,40,1
Single-Walled|Other-Fuel|12k-25k|1974,2014,64,24,40,1
Single-Walled|Other-Fuel|12k-25k|1974,2015,61,21,40,1
Single-Walled|Other-Fuel|12k-25k|1974,2016,61,21,40,1
Single-Walled|Other-Fuel|12k-25k|1974,2017,59,21,38,1
Single-Walled|Other-Fuel|12k-25k|1974,2018,56,18,38,1
Single-Walled|Other-Fuel|12k-25k|1974,2019,56,18,38,1
Single-Walled|Other-Fuel|12k-25k|1974,2020,56,18,38,1
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2001,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2002,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2003,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2004,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2005,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2006,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2007,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2008,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2009,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2010,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2011,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2012,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2013,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2014,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2015,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2016,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2017,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2018,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2019,6,0,6,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2000,2020,6,0,6,0
Single-Walled|Gasoline-Only|Under-1k|1957,1999,50,0,50,0
Single-Walled|Gasoline-Only|Under-1k|1957,2000,39,0,39,0
Single-Walled|Gasoline-Only|Under-1k|1957,2001,39,0,39,0
Single-Walled|Gasoline-Only|Under-1k|1957,2002,36,0,36,0
Single-Walled|Gasoline-Only|Under-1k|1957,2003,36,0,36,0
Single-Walled|Gasoline-Only|Under-1k|1957,2004,34,0,34,0
Single-Walled|Gasoline-Only|Under-1k|1957,2005,34,0,34,0
Single-Walled|Gasoline-Only|Under-1k|1957,2006,33,0,33,0
Single-Walled|Gasoline-Only|Under-1k|1957,2007,33,0,33,0
Single-Walled|Gasoline-Only|Under-1k|1957,2008,32,0,32,0
Single-Walled|Gasoline-Only|Under-1k|1957,2009,31,0,31,0
Single-Walled|Gasoline-Only|Under-1k|1957,2010,30,0,30,0
Single-Walled|Gasoline-Only|Under-1k|1957,2011,29,0,29,0
Single-Walled|Gasoline-Only|Under-1k|1957,2012,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2013,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2014,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2015,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2016,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2017,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2018,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2019,25,0,25,0
Single-Walled|Gasoline-Only|Under-1k|1957,2020,25,0,25,0
Single-Walled|Other-Fuel|25k-Plus|1966,1985,59,0,59,0
Single-Walled|Other-Fuel|25k-Plus|1966,1986,59,0,59,0
Single-Walled|Other-Fuel|12k-25k|1966,1985,191,27,164,1
Single-Walled|Other-Fuel|12k-25k|1966,1986,190,27,163,1
Single-Walled|Gasoline-Only|Under-1k|1970,2001,52,2,50,1
Single-Walled|Gasoline-Only|Under-1k|1970,2002,49,2,47,1
Single-Walled|Gasoline-Only|Under-1k|1970,2003,46,2,44,1
Single-Walled|Gasoline-Only|Under-1k|1970,2004,46,2,44,1
Single-Walled|Gasoline-Only|Under-1k|1970,2005,45,2,43,1
Single-Walled|Gasoline-Only|Under-1k|1970,2006,45,2,43,1
Single-Walled|Gasoline-Only|Under-1k|1970,2007,45,2,43,1
Single-Walled|Gasoline-Only|Under-1k|1970,2008,45,2,43,1
Single-Walled|Gasoline-Only|Under-1k|1970,2009,43,1,42,1
Single-Walled|Gasoline-Only|Under-1k|1970,2010,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2011,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2012,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2013,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2014,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2015,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2016,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2017,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2018,42,1,41,1
Single-Walled|Gasoline-Only|Under-1k|1970,2019,41,1,40,1
Single-Walled|Gasoline-Only|Under-1k|1970,2020,41,1,40,1
Single-Walled|Gasoline-Only|Under-1k|1941,1991,53,6,47,1
Single-Walled|Gasoline-Only|Under-1k|1941,1992,46,6,40,1
Single-Walled|Gasoline-Only|Under-1k|1941,1993,40,6,34,1
Single-Walled|Gasoline-Only|Under-1k|1941,1994,34,3,31,1
Single-Walled|Gasoline-Only|Under-1k|1941,1995,33,3,30,1
Single-Walled|Gasoline-Only|Under-1k|1941,1996,32,2,30,1
Single-Walled|Gasoline-Only|Under-1k|1941,1997,31,2,29,1
Single-Walled|Gasoline-Only|Under-1k|1941,1998,31,2,29,1
Single-Walled|Gasoline-Only|Under-1k|1941,1999,27,0,27,0
Single-Walled|Gasoline-Only|Under-1k|1941,2000,27,0,27,0
Single-Walled|Gasoline-Only|Under-1k|1941,2001,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2002,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2003,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2004,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2005,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2006,26,0,26,0
Single-Walled|Gasoline-Only|Under-1k|1941,2007,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2008,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2009,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2010,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2011,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2012,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2013,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2014,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2015,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2016,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2017,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2018,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2019,23,0,23,0
Single-Walled|Gasoline-Only|Under-1k|1941,2020,23,0,23,0
Single-Walled|Other-Fuel|Under-1k|1941,1985,45,8,37,1
Single-Walled|Other-Fuel|Under-1k|1941,1986,45,8,37,1
Single-Walled|Other-Fuel|Under-1k|1941,1987,43,6,37,1
Single-Walled|Other-Fuel|Under-1k|1941,1988,42,5,37,1
Single-Walled|Other-Fuel|Under-1k|1941,1989,41,5,36,1
Single-Walled|Other-Fuel|Under-1k|1941,1990,36,2,34,1
Single-Walled|Other-Fuel|Under-1k|1941,1991,29,1,28,1
Single-Walled|Other-Fuel|Under-1k|1941,1992,24,1,23,1
Single-Walled|Other-Fuel|Under-1k|1941,1993,23,1,22,1
Single-Walled|Other-Fuel|Under-1k|1941,1994,23,1,22,1
Single-Walled|Other-Fuel|Under-1k|1941,1995,23,1,22,1
Single-Walled|Other-Fuel|Under-1k|1941,1996,22,0,22,0
Single-Walled|Other-Fuel|Under-1k|1941,1997,22,0,22,0
Single-Walled|Other-Fuel|Under-1k|1941,1998,20,0,20,0
Single-Walled|Other-Fuel|Under-1k|1941,1999,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2000,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2001,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2002,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2003,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2004,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2005,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2006,19,0,19,0
Single-Walled|Other-Fuel|Under-1k|1941,2007,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2008,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2009,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2010,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2011,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2012,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2013,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2014,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2015,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2016,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2017,17,0,17,0
Single-Walled|Other-Fuel|Under-1k|1941,2018,16,0,16,0
Single-Walled|Other-Fuel|Under-1k|1941,2019,16,0,16,0
Single-Walled|Other-Fuel|Under-1k|1941,2020,16,0,16,0
Double-Walled|Gasoline-Only|25k-Plus|2006,2007,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2008,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2009,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2010,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2011,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2012,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2013,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2014,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2015,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2016,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2017,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2018,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2019,42,7,35,1
Double-Walled|Gasoline-Only|25k-Plus|2006,2020,42,7,35,1
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2007,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2008,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2009,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2010,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2011,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2012,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2013,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2014,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2015,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2016,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2017,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2018,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2019,13,13,0,0
Double-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2020,13,13,0,0
Single-Walled|Gasoline-Only|1k-5k|2006,2007,52,2,50,1
Single-Walled|Gasoline-Only|1k-5k|2006,2008,52,2,50,1
Single-Walled|Gasoline-Only|1k-5k|2006,2009,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2010,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2011,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2012,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2013,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2014,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2015,48,2,46,1
Single-Walled|Gasoline-Only|1k-5k|2006,2016,47,2,45,1
Single-Walled|Gasoline-Only|1k-5k|2006,2017,46,2,44,1
Single-Walled|Gasoline-Only|1k-5k|2006,2018,46,2,44,1
Single-Walled|Gasoline-Only|1k-5k|2006,2019,46,2,44,1
Single-Walled|Gasoline-Only|1k-5k|2006,2020,46,2,44,1
Single-Walled|Diesel-Only|1k-5k|2006,2007,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2008,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2009,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2010,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2011,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2012,72,2,70,1
Single-Walled|Diesel-Only|1k-5k|2006,2013,71,2,69,1
Single-Walled|Diesel-Only|1k-5k|2006,2014,71,2,69,1
Single-Walled|Diesel-Only|1k-5k|2006,2015,71,2,69,1
Single-Walled|Diesel-Only|1k-5k|2006,2016,70,2,68,1
Single-Walled|Diesel-Only|1k-5k|2006,2017,70,2,68,1
Single-Walled|Diesel-Only|1k-5k|2006,2018,70,2,68,1
Single-Walled|Diesel-Only|1k-5k|2006,2019,70,2,68,1
Single-Walled|Diesel-Only|1k-5k|2006,2020,70,2,68,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2007,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2008,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2009,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2010,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2011,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2012,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2013,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2014,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2015,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2016,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2017,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2018,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2019,14,13,1,1
Single-Walled|Motor-Fuel-Mixed|25k-Plus|2006,2020,14,13,1,1
Single-Walled|Other-Fuel|12k-25k|2006,2017,55,17,38,1
Single-Walled|Other-Fuel|12k-25k|2006,2018,53,15,38,1
Single-Walled|Other-Fuel|12k-25k|2006,2019,51,13,38,1
Single-Walled|Other-Fuel|12k-25k|2006,2020,50,12,38,1
Single-Walled|Other-Fuel|25k-Plus|2006,2007,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2008,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2009,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2010,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2011,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2012,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2013,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2014,5,3,2,1
Single-Walled|Other-Fuel|25k-Plus|2006,2015,5,3,2,1
Double-Walled|Other-Fuel|1k-5k|2006,2007,53,4,49,1
Double-Walled|Other-Fuel|1k-5k|2006,2008,53,4,49,1
Double-Walled|Other-Fuel|1k-5k|2006,2009,53,4,49,1
