make_model_tank,panel_year,n_total,n_tx,n_ctl,has_both
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2010,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2011,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2012,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2013,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2014,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2015,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2016,8,0,8,0
Single-Walled|Motor-Fuel-Mixed|12k-25k|1986,2017,8,0,8,0
Double-Walled|Other-Fuel|25k-Plus|2010,2011,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2012,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2013,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2014,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2015,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2016,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2017,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2018,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2019,25,5,20,1
Double-Walled|Other-Fuel|25k-Plus|2010,2020,25,5,20,1
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1987,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1988,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1989,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1990,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1991,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1992,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1993,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1994,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1995,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1996,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1997,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1998,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,1999,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2000,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2001,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2002,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2003,27,0,27,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2004,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2005,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2006,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2007,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2008,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2009,26,0,26,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2010,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2011,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2012,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2013,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2014,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2015,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2016,25,0,25,0
Single-Walled|Motor-Fuel-Mixed|5k-12k|1986,2017,25,0,25,0
Single-Walled|Diesel-Only|25k-Plus|1998,1999,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2000,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2001,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2002,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2003,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2004,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2005,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2006,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2007,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2008,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2009,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2010,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2011,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2012,18,2,16,1
Single-Walled|Diesel-Only|25k-Plus|1998,2013,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2014,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2015,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2016,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2017,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2018,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2019,16,2,14,1
Single-Walled|Diesel-Only|25k-Plus|1998,2020,16,2,14,1
Single-Walled|Other-Fuel|1k-5k|1978,2006,358,138,220,1
Single-Walled|Other-Fuel|1k-5k|1978,2007,355,138,217,1
Single-Walled|Other-Fuel|1k-5k|1978,2008,349,138,211,1
Single-Walled|Other-Fuel|1k-5k|1978,2009,333,138,195,1
Single-Walled|Other-Fuel|1k-5k|1978,2010,322,135,187,1
Single-Walled|Other-Fuel|1k-5k|1978,2011,312,134,178,1
Single-Walled|Other-Fuel|1k-5k|1978,2012,304,129,175,1
Single-Walled|Other-Fuel|1k-5k|1978,2013,297,122,175,1
Single-Walled|Other-Fuel|1k-5k|1978,2014,282,109,173,1
Single-Walled|Other-Fuel|1k-5k|1978,2015,268,98,170,1
Single-Walled|Other-Fuel|1k-5k|1978,2016,249,84,165,1
Single-Walled|Other-Fuel|1k-5k|1978,2017,243,80,163,1
Single-Walled|Other-Fuel|1k-5k|1978,2018,234,77,157,1
Single-Walled|Other-Fuel|1k-5k|1978,2019,231,74,157,1
Single-Walled|Other-Fuel|1k-5k|1978,2020,222,66,156,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1992,7,2,5,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1993,6,2,4,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1994,6,2,4,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1995,6,2,4,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1996,6,2,4,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1997,6,2,4,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1998,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,1999,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2000,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2001,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2002,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2003,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2004,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2005,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2006,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2007,5,2,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2008,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2009,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2010,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2011,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2012,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2013,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2014,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2015,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2016,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2017,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2018,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2019,4,1,3,1
Single-Walled|Gasoline-Only|25k-Plus|1991,2020,4,1,3,1
Single-Walled|Other-Fuel|Under-1k|1974,1996,403,52,351,1
Single-Walled|Diesel-Only|25k-Plus|1981,1986,38,3,35,1
Single-Walled|Diesel-Only|25k-Plus|1981,1987,38,3,35,1
Single-Walled|Diesel-Only|25k-Plus|1981,1988,38,3,35,1
Single-Walled|Diesel-Only|25k-Plus|1981,1989,38,3,35,1
Single-Walled|Diesel-Only|25k-Plus|1981,1990,38,3,35,1
Single-Walled|Diesel-Only|25k-Plus|1981,1991,36,3,33,1
Single-Walled|Diesel-Only|25k-Plus|1981,1992,29,2,27,1
Single-Walled|Diesel-Only|25k-Plus|1981,1993,28,1,27,1
Single-Walled|Diesel-Only|25k-Plus|1981,1994,25,1,24,1
Single-Walled|Diesel-Only|25k-Plus|1981,1995,23,1,22,1
Single-Walled|Diesel-Only|25k-Plus|1981,1996,21,1,20,1
Single-Walled|Diesel-Only|25k-Plus|1981,1997,21,1,20,1
Single-Walled|Diesel-Only|25k-Plus|1981,1998,21,1,20,1
Single-Walled|Diesel-Only|25k-Plus|1981,1999,19,1,18,1
Single-Walled|Diesel-Only|25k-Plus|1981,2000,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2001,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2002,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2003,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2004,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2005,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2006,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2007,18,1,17,1
Single-Walled|Diesel-Only|25k-Plus|1981,2008,17,1,16,1
Single-Walled|Diesel-Only|25k-Plus|1981,2009,17,1,16,1
Single-Walled|Diesel-Only|25k-Plus|1981,2010,16,1,15,1
Single-Walled|Diesel-Only|25k-Plus|1981,2011,16,1,15,1
Single-Walled|Diesel-Only|25k-Plus|1981,2012,16,1,15,1
Single-Walled|Diesel-Only|25k-Plus|1981,2013,15,1,14,1
Single-Walled|Diesel-Only|25k-Plus|1981,2014,15,1,14,1
Single-Walled|Diesel-Only|25k-Plus|1981,2015,15,1,14,1
Single-Walled|Diesel-Only|25k-Plus|1981,2016,15,1,14,1
Single-Walled|Diesel-Only|25k-Plus|1981,2017,15,1,14,1
Single-Walled|Diesel-Only|25k-Plus|1981,2018,15,1,14,1
